Library service,Library name,In use 2010,In use 2016,Type of library,Type of closed library,Closed,New building,Replace existing,Notes,Weekly hours open,Weekly hours staffed
Stockton on Tees,Egglescliffe Library,yes,yes,LAL,,,,,"This library is currently under Review and is proposed for closure during 2016/2017.  The library at Yarm is less than a mile away and we already provide housebound and mobile library services in this area.  Yarm Library is currently under refurbishment as a ""town centre hub library"" and will re-open on September 5th 2016.",17.0,17.0
Stockton on Tees,Fairfield Library,yes,yes,LAL,,,,,"This library is currently under Review and is proposed for closure if a co-location opportunity cannot be found.  The library is currently under discussion as a possible site for a nursery unit who may share the building with a reduced size branch library facility.  We already provide housebound and mobile library services in the wards surrounding this library which is not designated as one of our main ""town centre hubs"".",22.0,22.0
Stockton on Tees,Ingleby Barwick Library,yes,yes,LAL,,,,,This library will be replaced with a new building co-located with a Leisure Centre adjacent to the current Secondary Academy site in 2018.  The library will be significantly larger and will accommodate access to Customer Services in addition to the range of leisure and fitness facilities planned for the building.,48.0,48.0
Stockton on Tees,Norton Library,yes,yes,LAL,,,,,"This Library was refurbished during 2014 when it was closed for several months for internal alterations, and refit of library shelving and equipment.  It is designated as one of our six ""town centre hub"" libraries and the investment in this building was more than Σ50K.",45.0,45.0
Stockton on Tees,Ragworth Neighbourhood Centre Library,yes,yes,LAL-,,2016,,,"This was a very small unstaffed library co-located in a neighbourhood building and administered by the centre staff with support from Norton Library. Due to a review of buildings and delivery methods, this centre was transferred to a non profit making company who are unable to support the library in its current state. Issue levels and visits were minimal and the branch has been withdrawn in August 2016.",,
Stockton on Tees,Rosebery Library,yes,no,,XLR,2014,,,Closed in 2014 and amalgamated with Billingham Library in purpose built new building in the town centre - Billingham Library and Customer Service Centre,,
Stockton on Tees,Roseworth Library,yes,no,,XLR,2014,,,Closed in 2014 to be co-located in Redhill Children's Centre,,
Stockton on Tees,Roseworth Library (Redhill Children's Centre),yes,yes,LAL,,,2014,Yes,"Roseworth Library relocated in 2014 following our last Library Service review to be co-located with a Children's Centre.  The library occupies four spaces which have been completely refurbished with new equipment and library shelving.  This library is designated as a ""branch library"" and also share the site with the Public Health Information resource, currently run by the public library service but funded by Public Health.  The investment in this library exceeded Σ50K",32.0,32.0
Stockton on Tees,Stockton Central Library and Customer Service Centre,yes,yes,LAL,,,,,"Stockton Central Library was refurbished in 2011 when it was closed for several months for a complete re-modelling and refit of the building.  The new library incorporates the largest of the Council's Customer Contact Centres as well as a publicly available meeting space and small gallery area.  The main areas of the library are split into a separate, flexible adult and children's lending space, dedicated information and local history library and family history centre.  The library was opened in 1967 and the original structure has been enhanced by the alterations and re-modelling.  This service point is designated as one of our ""town centre hub"" libraries. This library's refurbishment was in excess of Σ50K",58.0,58.0
Stockton on Tees,Thornaby Central Library and Customer Service Centre,yes,yes,LAL,,,,,"This library was refurbished in 2009 as the first of our new model of Customer Contact Centre and Library co-locations.  This service point is designated as one of our ""town centre hub"" libraries.  Investment in this library was in excess of Σ50K",53.0,53.0
Stockton on Tees,Thornaby Library,yes,no,,XLR,2014,,,Closed in 2014 to be co-located in Thornaby Children's Centre,,
Stockton on Tees,"Thornaby Library, Gilmour Street (Riverbank Children's Centre)",yes,yes,LAL,,,2014,Yes,Thornaby Library (Westbury Street) was relocated from its stand alone building in 2014 to be co-located with a Children's Centre in neary Gilmour Street.  The branch was completely refurbished and a new space created for it to operate as the entrance to the Children's Centre building.  The Children's Centre is run by an external organisation. Investment in Thornaby Library exceeded Σ50K,31.0,31.0
Stockton on Tees,Yarm Library,yes,yes,LAL,,,,,"Yarm Library is currently closed for refurbishment and will re-open to the public on September 5th.  The library shelving has been removed and replaced and building work has taken place to provide new facilities and a small branch of Newcastle Building Society who will operate from the library in partnership.  Yarm Library is designated as one of our six ""town centre hub"" libraries.  Yarm's refurbishment project exceeds Σ50K",45.0,45.0
Stoke on Trent,Abbey Hulton (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Ball Green (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Bentilee Library,yes,yes,LAL,,,,,,43.5,43.5
Stoke on Trent,Blurton Hub (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Burslem Library,Yes,no,,XL,2011,,,Now a community run book room (based in Swan Bank methodist church) - funding to become a community hub.,,
Stoke on Trent,City Central Library (Hanley),yes,yes,LAL,,,,,,48.0,48.0
Stoke on Trent,Fenton Library,yes,no,,XL,2011,,,,,
Stoke on Trent,Fenton Hub (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Haywood Library,yes,no,,XL,2011,,,,,
Stoke on Trent,Kingsland Early Years,Yes,no,,XL,2011,,,,,
Stoke on Trent,Longton Library,yes,yes,LAL,,,,,,44.0,44.0
Stoke on Trent,Meir Library,yes,yes,LAL,,,,,,40.0,40.0
Stoke on Trent,Northwood stadium (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Oakwood Hub (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Stoke Library,yes,yes,LAL,,,,,,49.25,49.25
Stoke on Trent,Swan Bank (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Trentham Library,Yes,No,,XL,2014,,,,,
Stoke on Trent,Trentham Reads (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Tunstall Library,yes,yes,LAL,,,,,,44.0,44.0
Stoke on Trent,Wallace Sport and Education centre (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Stoke on Trent,Whitfield Valley (book collection),No,No,LAL-,,,,,"None of these are libraries, they are simply collections of books loaned to a community or organisation. Stock supplied by library service.",,
Suffolk,Aldeburgh,yes,yes,CL,,,,,,33.0,33.0
Suffolk,Beccles,yes,yes,CL,,,,,,49.5,49.5
Suffolk,Brandon,yes,yes,CL,,,,Yes,,39.0,39.0
Suffolk,Broomhill,yes,yes,CL,,,,,,44.5,44.5
Suffolk,Bungay,yes,yes,CL,,,,,,45.5,45.5
Suffolk,Bury St Edmunds,yes,yes,CL,,,,,,63.5,63.5
Suffolk,Capel St Mary,yes,yes,CL,,,,,,28.5,28.5
Suffolk,Chantry,yes,yes,CL,,,,,,38.5,38.5
Suffolk,Clare,yes,yes,CL,,,,,,25.0,25.0
Suffolk,Debenham Resource Centre,yes,yes,CL,,,,Yes,,16.0,16.0
Suffolk,Elmswell,yes,yes,CL,,,,,,30.0,30.0
Suffolk,Eye,yes,yes,CL,,,,,,31.0,31.0
Suffolk,Felixstowe,yes,yes,CL,,,,,,56.0,56.0
Suffolk,Framlingham,yes,yes,CL,,,,,,38.5,38.5
Suffolk,Gainsborough,yes,yes,CL,,,,,,52.0,52.0
Suffolk,Glemsford,yes,yes,CL,,,,,,20.0,20.0
Suffolk,Great Cornard,yes,yes,CL,,,,,,52.0,52.0
Suffolk,Hadleigh,yes,yes,CL,,,,,,46.0,46.0
Suffolk,Halesworth,yes,yes,CL,,,,,,39.5,39.5
Suffolk,Haverhill,yes,yes,CL,,,,,,51.5,51.5
Suffolk,Ipswich,yes,yes,CL,,,,,,61.5,61.5
Suffolk,Ixworth,yes,yes,CL,,,,,,25.0,25.0
Suffolk,Kedington,yes,yes,CL,,,,,,25.0,25.0
Suffolk,Kesgrave,yes,yes,CL,,,,,,28.5,28.5
Suffolk,Kessingland,yes,yes,CL,,,,,,27.0,27.0
Suffolk,Lakenheath,yes,yes,CL,,,,,,27.0,27.0
Suffolk,Lavenham,yes,yes,CL,,,,,,24.5,24.5
Suffolk,Leiston,yes,yes,CL,,,,,,36.0,36.0
Suffolk,Long Melford,yes,yes,CL,,,,,,16.0,16.0
Suffolk,Lowestoft,yes,yes,CL,,,,,,61.0,61.0
Suffolk,Mildenhall,yes,yes,CL,,,,,,43.5,43.5
Suffolk,Needham Market,yes,yes,CL,,,,,,31.0,31.0
Suffolk,Newmarket,yes,yes,CL,,,,,,50.0,50.0
Suffolk,Oulton Broad,yes,yes,CL,,,,,,38.0,38.0
Suffolk,Rosehill,yes,yes,CL,,,,,,45.0,45.0
Suffolk,Saxmundham,yes,yes,CL,,,,,,31.5,31.5
Suffolk,Southwold,yes,yes,CL,,,,,,39.5,39.5
Suffolk,Stoke,yes,yes,CL,,,,,,20.0,20.0
Suffolk,Stowmarket,yes,yes,CL,,,,,,21.0,21.0
Suffolk,Stradbroke,yes,yes,CL,,,,,,52.25,52.25
Suffolk,Sudbury,yes,yes,CL,,,,,,56.5,56.5
Suffolk,Thurston,yes,yes,CL,,,,,,24.0,24.0
Suffolk,West Suffolk House (Library Point),yes,yes,CL,,,,,"Library point - not a dedicated, staffed library",0.0,0.0
Suffolk,Wickham Market,yes,yes,CL,,,,,,43.5,43.5
Suffolk,Woodbridge,yes,yes,CL,,,,,,57.5,57.5
Sunderland,Bunny Hill ,yes,yes,LAL,,,,,,43.5,43.5
Sunderland,City ,yes,yes,LAL,,,,,City Library refurbished Jan-Mar 2014.              City Library proposed to be relocated to Sunderland Museum and Library from December 2016,45.5,45.5
Sunderland,Doxford Park,yes,no,,XL,2013,,,,,
Sunderland,Easington Lane,yes,no,,XL,2013,,,,,
Sunderland,East Herrington,yes,no,,XL,2013,,,,,
Sunderland,Fence Houses,yes,no,,XL,2013,,,,,
Sunderland,Fulwell ,yes,yes,LAL,,,,,,15.0,15.0
Sunderland,Hendon,yes,no,,XL,2013,,,,,
Sunderland,Hetton Centre ,yes,yes,LAL,,,,,,15.0,15.0
Sunderland,Houghton ,yes,yes,LAL,,,,,,43.5,43.5
Sunderland,Kayll Road ,yes,yes,LAL,,,,,,15.0,15.0
Sunderland,Monkwearmouth,yes,no,,XL,2013,,,,,
Sunderland,Ryhope ,yes,yes,LAL,,,,,,15.0,15.0
Sunderland,Sandhill ,yes,yes,LAL,,,,,,43.5,43.5
Sunderland,Shiney Row ,yes,yes,LAL,,,,,,15.0,15.0
Sunderland,Silksworth,yes,no,,XL,2013,,,,,
Sunderland,Southwick,yes,no,,XL,2013,,,,,
Sunderland,Washington Green,yes,no,,XL,2013,,,,,
Sunderland,Washington Millennium ,yes,yes,LAL,,,,,,15.0,15.0
Sunderland,Washington Town Centre,yes,yes,LAL,,,,,,45.5,45.5
Surrey,Addlestone ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Ash ,yes,yes,LAL,,,,,Opening hrs reduced from 30 to 27 from 5 Sep 2016. Now closed at lunch (1pm-2pm),27.0,27.0
Surrey,Ashford ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Ashtead ,yes,yes,LAL,,,,,Opening hrs reduced from 35.5 to 31.5 from 5 Sep 2016. Now closed at lunch (1pm-2pm),31.5,31.5
Surrey,Bagshot ,yes,yes,LAL,,,,,Apr 2014 - closed 4 weeks for refurbishment (< Σ50k),0.0,0.0
Surrey,Banstead ,yes,yes,LAL,,,,,Nov 2011 - Closed 4 weeks for building works. ,,
May 2014 - Closed 8 weeks for building works.,,,,,,,,,,,
Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,yes,,,,,,,,,
Surrey,Beare Green Community Link,no,no,ICL,,,2013,,ICL from Oct 2013,0.0,0.0
Surrey,Bookham ,yes,yes,LAL,,,,,Opening hrs reduced from 35.5 to 31.5 from 5 Sep 2016. Now closed at lunch (1pm-2pm),31.5,31.5
Surrey,Bramley ,yes,yes,CRL,,,,,CRL from Dec 2014,0.0,0.0
Surrey,Byfleet ,yes,yes,CRL,,,,,CRL from Sep 2012,0.0,0.0
Surrey,Camberley ,yes,yes,LAL,,,,,Nov 2015 - closed 13 weeks for building works. Opening hrs reduced from 55 to 52 from 5 Sep 2016,52.0,52.0
Surrey,Caterham Hill ,yes,yes,LAL,,,,,Opening hours reduced from 30 to 27 from 5 Sep 2016. Now closed at lunch (1pm-2pm),27.0,27.0
Surrey,Caterham Valley ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Chertsey ,yes,yes,LAL,,,,,Opening hours reduced from 30 to 27 from 5 Sep 2016. Now closed at lunch (1pm-2pm),27.0,27.0
Surrey,Cobham ,yes,yes,LAL,,,2015,Yes,Rebuilt on site of old library.Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Cranleigh ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Dittons ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Dorking ,yes,yes,LAL,,,2012,Yes,"Replaced building in Pippbrook House, Dorking. Opening hrs reduced from 55 to 52 from 5 Sep 2016",52.0,52.0
Surrey,Egham ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Epsom,yes,yes,LAL,,,,,Opening hrs reduced from 55 to 52 from 5 Sep 2016,52.0,52.0
Surrey,Esher ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Ewell ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Ewell Court ,yes,yes,CRL,,,,,Mar 2014 - closed for 9 weeks for building work.,,
CRL from May 2014.,0.0,no,,,,,,,,,
Surrey,Farnham ,yes,yes,LAL,,,,,Opening hrs reduced from 55 to 52 from 5 Sep 2016,52.0,52.0
Surrey,Frimley Green ,yes,yes,LAL,,,,,Opening hours reduced from 31.5 to 28.5 from 5 Sep 2016. Now closed at lunch (1pm-2pm),28.5,28.5
Surrey,Godalming ,yes,yes,LAL,,,,,May 2015 - closed for 9 weeks for building works. ,,
Opening hrs reduced from 55 to 52 from 5 Sep 2016,52.0,yes,,,,,,,,,
Surrey,Guildford ,yes,yes,LAL,,,,,Opening hrs reduced from 55 to 52 from 5 Sep 2016,52.0,52.0
Surrey,Haslemere ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Hersham  ,yes,yes,LAL,,,,,Opening hours reduced from 30 to 27 from 5 Sep 2016. Now closed at lunch (1pm-2pm),27.0,27.0
Surrey,Horley ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Horsley ,yes,yes,LAL,,,,,Opening hours reduced from 30 to 27 from 5 Sep 2016. Now closed at lunch (1pm-2pm),27.0,27.0
Surrey,Knaphill ,yes,yes,LAL,,,,,Opening hours reduced from 31.5 to 28.5 from 5 Sep 2016. Now closed at lunch (1pm-2pm),28.5,28.5
Surrey,Leatherhead ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Lightwater ,yes,yes,LAL,,,,,Opening hours reduced from 17 to 15 from 5 Sep 2016,15.0,15.0
Surrey,Lingfield ,yes,yes,CRL,,,,,CRL from June 2016,21.5,21.5
Surrey,Merstham ,yes,yes,LAL,,,,,New library currently under construction as part of a community hub due for completion in 2017,19.0,19.0
Surrey,Molesey ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,New Haw ,yes,yes,CRL,,,,,CRL from Oct 2012,0.0,0.0
Surrey,Old Woking Community Link ,no,no,ICL,,,2014,No,ICL from Nov 2014,0.0,0.0
Surrey,Oxted ,yes,yes,LAL,,,,,Jan 2011 - Closed 8 weeks for building works.  ,,
Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,yes,,,,,,,,,
Surrey,Performing Arts Library,yes,yes,LAL,,,,,,33.5,33.5
Surrey,Redhill ,yes,yes,LAL,,,,,Opening hrs reduced from 55 to 52 from 5 Sep 2016,52.0,52.0
Surrey,Reigate ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Shere Diamond Jubilee Community Link,no,no,ICL,,,2012,No,ICL from (approx) Oct 2012,0.0,0.0
Surrey,Shepperton ,yes,yes,LAL,,,,,Opening hours reduced from 30.5 to 27.5 from 5 Sep 2016. Now closed at lunch (1pm-2pm),27.5,27.5
Surrey,Staines ,yes,yes,LAL,,,,,Opening hrs reduced from 55 to 52 from 5 Sep 2016,52.0,52.0
Surrey,Stanwell  ,yes,yes,CRL,,,2012,Yes,Rebuilt on site of old library. Dec 2011 - Jan 2012 Closed 4 weeks to move to new library.,,
Opening hours reduced from 30 to 27 from 5 Sep 2016. Now closed at lunch (1pm-2pm),27.0,yes,,,,,,,,,
Surrey,Stoneleigh ,yes,yes,CRL,,,,,CRL from Feb 2013,0.0,0.0
Surrey,Sunbury ,yes,yes,LAL,,,,,Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,39.5
Surrey,Tattenhams ,yes,yes,CRL,,,,,April 2010 closed for 5 weks for building work.,,
CRL from Nov 2012,0.0,no,,,,,,,,,
Surrey,Virginia Water ,yes,yes,CRL,,,,,CRL from Jan 2013,0.0,0.0
Surrey,Walton ,yes,yes,LAL,,,,,Opening hrs reduced from 61 to 58 from 5 Sep 2016,58.0,58.0
Surrey,Warlingham ,yes,yes,CRL,,,,,CRL from Jan 2013,0.0,0.0
Surrey,West Byfleet ,yes,yes,LAL,,,,,Opening hours reduced from 30 to 27 from 5 Sep 2016. Now closed at lunch (1pm-2pm),27.0,27.0
Surrey,Weybridge ,yes,yes,LAL,,,,,Nov 2014 - closed 5 weeks for refurbishment (< Σ50k),,
Opening hours reduced from 42 to 39.5 from 5 Sep 2016,39.5,yes,,,,,,,,,
Surrey,Woking ,yes,yes,LAL,,,2012,,Rebuilt internally on site of old library. Opening hrs reduced from 55 to 52 from 5 Sep 2016,52.0,52.0
Sutton,Beddington Library,yes,no,,XL,2016,,,,,
Sutton,Carshalton,Yes,No,,XLR,2013,,,Replaced by the Library @ Westcroft Centre,,
Sutton,Cheam Library,yes,yes,LAL,,,,,,,
Sutton,Library @ The Life Centre,yes,yes,LAL,,,Oct-10,yes,,53.0,53.0
Sutton,Library @ the Phoenix Centre,yes,yes,LAL,,,,,,54.0,54.0
Sutton,Library @ Westcroft Centre,yes,yes,LAL,,,Jan-13,yes,Replaced Carshalton Library,57.0,57.0
Sutton,Sutton Central Library,yes,yes,LAL,,,,,,,
Sutton,The Circle Library,yes,yes,LAL,,,2010,yes,,,
Sutton,Wallington Library,yes,yes,LAL,,,,,,,
Sutton,Worcester Park Library,yes,yes,LAL,,,,,,,
Swindon,Blunsdon Community Book Collection,no,no,,XL,2015,,,Book collection established in 2014 but closed year later due to lack of community involvement,,
Swindon,Covingham Library,yes,yes,LAL,,,,,,29.0,29.0
Swindon,Even Swindon Library,yes,yes,LAL,,,,,,10.0,10.0
Swindon,Gorse Hill Community Book Collection,no,no,LAL-,,,,,Book collection established in 2014,0.0,0.0
Swindon,Grange Community Book Collection,no,No,LAL-,,,,,Book collection established in 2014,0.0,0.0
Swindon,Highworth Library,yes,yes,LAL,,,,,,53.0,53.0
Swindon,Liden Library,yes,yes,LAL,,,,,,37.0,37.0
Swindon,Moredon and Rodbourne Cheney Library,yes,yes,LAL,,,,,,37.0,37.0
Swindon,North Swindon Library,yes,yes,LAL,,,,,,52.0,52.0
Swindon,Old Town Library,yes,yes,LAL,,,,,,38.0,38.0
Swindon,Park Library,yes,yes,LAL,,,,,,37.5,37.5
Swindon,Penhill Library,yes,yes,LAL,,,,,,19.0,19.0
Swindon,Pinetrees Library (Pinehurst),yes,yes,LAL,,,,,,31.5,31.5
Swindon,Swindon Central Library,yes,yes,LAL,,,,,,58.0,58.0
Swindon,Upper Stratton Library,yes,yes,LAL,,,,,,33.0,33.0
Swindon,Walcot Library,yes,yes,CRL,,,2015,Yes,Replaced old library building as part of redevelopment of the area,5.0,5.0
Swindon,West Swindon Library,yes,yes,LAL,,,,,,50.0,50.0
Swindon,Wroughton Library,yes,yes,LAL,,,,,,37.0,37.0
Tameside,Denton ,yes,yes,LAL,,,,,Closed 6/12/14 and re-opened in a new location 5/1/15.  Moved into Town Hall,35.0,35.0
Tameside,Denton West End ,yes,No,ICL,,,,,closed 12/10/2012. reopened as independent community library in 2013,,
Tameside,Droylsden ,yes,yes,LAL,,,,,,35.0,35.0
Tameside,Dukinfield ,yes,yes,LAL,,,,,,30.5,30.5
Tameside,Hattersley ,yes,no,,XLR,2012,,,Closed 12/10/12 and re-opened 3/12/12 in a new building.,,
Tameside,Hattersley ,no,yes,LAL,,,03/12/12,Yes,Replaced old Hattersley Library building. Hub building with partners. Building owned by a Housing Association,24.0,24.0
Tameside,Haughton Green,yes,No,,XL,2012,,,,,
Tameside,Hurst,yes,No,,XL,2012,,,,,
Tameside,Hyde ,yes,yes,LAL,,,,,Closed 12/1/15 and re-opened 2/2/15 in a new location.  Moved into Town Hall,43.0,43.0
Tameside,Mossley ,yes,no,,XLR,2014,,,Closed 21/1/14 and re-opened in a new location in George Lawton Hall on 17/3/14.,,
Tameside,Mossley ,no,yes,LAL,,,2014,Yes,Replaced previous Mossley Library,30.5,30.5
Tameside,Mottram,yes,No,,XL,2012,,,,,
Tameside,Newton,yes,No,,XL,2012,,,,,
Tameside,Ryecroft ,yes,yes,LAL,,,,,,0.0,0.0
Tameside,Stalybridge  ,yes,yes,LAL,,,,,,35.0,35.0
Tameside,Tameside Central ,yes,yes,LAL,,,,,,43.0,43.0
Telford and Wrekin,Dawley,yes,yes,LAL,,,2013,yes,"library to be moved to another venue and  be a CRL by April 2017, operating hours will change.   Temporary closed in 2013 to move",21.0,21.0
Telford and Wrekin,Donnington,yes,yes,LAL,,,,,"to be a CRL by April 2017, operating hours will change.   ",16.0,16.0
Telford and Wrekin,Hadley,yes,yes,LAL,,,,,"to be a CRL by April 2017, operating hours will change",19.0,19.0
Telford and Wrekin,Madeley,yes,yes,LAL,,,,,to significantly reduce hours by January 2017,35.0,35.0
Telford and Wrekin,Newport,yes,yes,LAL,,,,,to significantly reduce hours by January 2017,35.0,35.0
Telford and Wrekin,Oakengates,yes,yes,LAL,,,,,temporary closed in 2015 year for refurb ,16.0,16.0
Telford and Wrekin,Southwater,yes,yes,LAL,,,2014,yes ,temporary closed in 2014 to move into new building,46.0,46.0
Telford and Wrekin,Stirchley,yes,yes,LAL,,,,,to be a CRL by April 2017,12.5,12.5
Telford and Wrekin,Wellington,yes,yes,LAL,,,2012,yes,temporary closed in 2012 for move to leisure centre ,46.0,46.0
Thurrock,Aveley ,yes,yes,LAL,,,,,,15.0,15.0
Thurrock,Belhus,yes,yes,LAL,,,,,Refurbishment 2013 with introduction of community hub. Now part of the South Ockendon Centre. ,38.0,38.0
